entry.id,jurisdiction,intervention.category,intervention.type,primary.source.news.release.or.specific.resource,secondary.source,action,level,indigenous.population.group,date.announced,date.implemented,intervention.who,intervention.what,effective.until
ON400,Ont.,Distancing,Distancing — gatherings,https://news.ontario.ca/en/release/59603/ontario-moving-regions-to-new-levels-with-stronger-public-health-measures,https://www.ontario.ca/page/covid-19-response-framework-keeping-ontario-safe-and-open ,Tightening,Regional,FALSE,2020-12-11,2020-12-14,Office of the Premier,"The region of Eastern Ontario Health Unit moved to orange–restrict level: limited gatherings for functions, parties, dinners, barbeques or wedding receptions held in private residences, backyards or parks to 10 people indoors and 25 people outdoors; limited gatherings for organized public events and gatherings in staffed businesses and facilities to 50 people indoors and 100 people outdoors; limited gatherings for religious services, rites or ceremonies to 30% capacity of the room indoors and 100 people outdoors; limited gatherings for meeting and event spaces to a maximum of 50 people indoors per facility with a requirement to collect contact information for all seated patrons",
ON401,Ont.,Closures,Closures — non-essential services,https://news.ontario.ca/en/release/59603/ontario-moving-regions-to-new-levels-with-stronger-public-health-measures,https://www.ontario.ca/page/covid-19-response-framework-keeping-ontario-safe-and-open ,Tightening,Regional,FALSE,2020-12-11,2020-12-14,Office of the Premier,"The region of Leeds, Grenville and Lanark District Health Unit moved to yellow–protect level: permitted service in restaurants, bars and other food and drink establishments (6 per table) with a requirement to collect contact information for all seated patrons; permitted all personal care services, with a requirement to collect contact information from all patrons; in-person retail shopping permitted with restrictions (e.g., music volume limited, malls require safety plan)",
ON402,Ont.,Closures,Closures — recreation,https://news.ontario.ca/en/release/59603/ontario-moving-regions-to-new-levels-with-stronger-public-health-measures,https://www.ontario.ca/page/covid-19-response-framework-keeping-ontario-safe-and-open ,Tightening,Regional,FALSE,2020-12-11,2020-12-14,Office of the Premier,"The region of Leeds, Grenville and Lanark District Health Unit moved to yellow–protect level: permitted gyms and fitness studios to be open with a maximum of 10 people per room indoors (or 50 people indoors in areas with weights or exercise equipment) and 25 people outdoors in classes, with a requirement to collect contact information for all members of the public who enter these facilities; limited casinos, bingo halls and gaming establishments to a maximum of 50 people with a requirement to collect contact information from all patrons; limited cinemas and performing arts facilities to a maximum of 50 people indoors or 100 outdoors with a requirement to collect contact information from all patrons",
ON403,Ont.,Distancing,Distancing — gatherings,https://news.ontario.ca/en/release/59603/ontario-moving-regions-to-new-levels-with-stronger-public-health-measures,https://www.ontario.ca/page/covid-19-response-framework-keeping-ontario-safe-and-open ,Tightening,Regional,FALSE,2020-12-11,2020-12-14,Office of the Premier,"The region of Leeds, Grenville and Lanark District Health Unit moved to yellow–protect level: limited gatherings for functions, parties, dinners, barbeques or wedding receptions held in private residences, backyards or parks to 10 people indoors and 25 people outdoors; limited gatherings for organized public events and gatherings in staffed businesses and facilities to 50 people indoors and 100 people outdoors; limited gatherings for religious services, rites or ceremonies to 30% capacity of the room indoors and 100 people outdoors; limited gatherings for meeting and event spaces to a maximum of 50 people indoors and 100 people outdoors, with a requirement to collect contact information for all seated patrons",
ON404,Ont.,Vaccine,Vaccine — implementation plans and frameworks,https://news.ontario.ca/en/release/59607/ontario-begins-rollout-of-covid-19-vaccine,https://www.ontario.ca/page/ontarios-vaccine-distribution-implementation-plan,Not applicable,Provincial/territorial,FALSE,2020-12-11,2020-12-15,Office of the Premier,Released Ontario’s Vaccine Distribution Implementation Plan with 3 phases,
ON405,Ont.,Case management,Case management — test criteria,https://news.ontario.ca/en/release/59628/ontario-updates-testing-guidelines-for-outbound-international-travellers,Not applicable,Not applicable,Provincial/territorial,FALSE,2020-12-14,2020-12-11,Ministry of Health,Updated the province's testing guidelines: individuals requesting a COVID-19 test for outbound international travel no longer eligible for a publicly funded COVID-19 test in Ontario,
ON406,Ont.,Vaccine,Vaccine — phase changes and milestones,https://news.ontario.ca/en/statement/59635/ontario-delivers-first-covid-19-vaccines-to-frontline-health-workers,https://www.cp24.com/news/first-long-term-care-residents-in-ontario-receive-moderna-covid-19-vaccinations-1.5249691,Not applicable,Provincial/territorial,FALSE,2020-12-14,2020-12-14,Office of the Premier,"Administered first COVID-19 vaccines to the province to health care workers and long-term care residents, thereby officially launching the first phase of the 3-phase vaccine implementation plan",
ON407,Ont.,Health services,Health services — equipment,https://news.ontario.ca/en/release/59756/ontario-supports-production-of-inclusive-made-in-ontario-face-masks,Not applicable,Not applicable,Provincial/territorial,FALSE,2020-12-18,2020-12-18,"Economic Development, Job Creation and Trade","Invested $332,000 in McRae Imagine to support the production of face masks featuring an innovative lip-reading lens to create a solution for the deaf and hard of hearing community during the COVID-19 pandemic",
ON409,Ont.,Vaccine,Vaccine — purchasing and allocation,https://www.cbc.ca/news/canada/toronto/covid-19-coronavirus-ontario-december-10-modelling-update-1.5835689,https://globalnews.ca/news/7520257/doug-ford-first-shipment-covid19-pfizer-vaccine-ontario/,Not applicable,Provincial/territorial,FALSE,2020-12-10,2020-12-14,Ontario’s COVID-19 Vaccine Distribution Task Force,"Received first shipment of approximately 6,000 doses of Pfizer vaccine",
ON410,Ont.,Public information,Public information — phase and alert level changes,https://news.ontario.ca/en/release/59776/ontario-taking-further-action-to-limit-spread-of-covid-19,https://www.ontario.ca/page/covid-19-response-framework-keeping-ontario-safe-and-open ,Tightening,Regional,FALSE,2020-12-18,2020-12-21,Ministry of Health,City of Hamilton Public Health Services moved to the grey–lockdown level of the Keeping Ontario Safe and Open Framework,
ON411,Ont.,Public information,Public information — phase and alert level changes,https://news.ontario.ca/en/release/59776/ontario-taking-further-action-to-limit-spread-of-covid-20,https://www.ontario.ca/page/covid-19-response-framework-keeping-ontario-safe-and-open ,Tightening,Regional,FALSE,2020-12-18,2020-12-21,Ministry of Health,Brant County Health Unit and Niagara Region Public Health moved to the red–control level of the Keeping Ontario Safe and Open Framework,
ON412,Ont.,Public information,Public information — phase and alert level changes,https://news.ontario.ca/en/release/59776/ontario-taking-further-action-to-limit-spread-of-covid-21,https://www.ontario.ca/page/covid-19-response-framework-keeping-ontario-safe-and-open ,Tightening,Regional,FALSE,2020-12-18,2020-12-21,Ministry of Health,"Kingston, Frontenac and Lennox & Addington Public Health moved to the orange–restrict level of the Keeping Ontario Safe and Open Framework",
ON413,Ont.,Public information,Public information — phase and alert level changes,https://news.ontario.ca/en/release/59776/ontario-taking-further-action-to-limit-spread-of-covid-22,https://www.ontario.ca/page/covid-19-response-framework-keeping-ontario-safe-and-open ,Tightening,Regional,FALSE,2020-12-18,2020-12-21,Ministry of Health,Timiskaming Health Unit moved to the yellow–protect level of the Keeping Ontario Safe and Open Framework,
ON414,Ont.,Public information,Public information — phase and alert level changes,https://news.ontario.ca/en/release/59776/ontario-taking-further-action-to-limit-spread-of-covid-23,https://www.ontario.ca/page/covid-19-response-framework-keeping-ontario-safe-and-open ,Easing,Regional,FALSE,2020-12-18,2020-12-21,Ministry of Health,Public Health Sudbury & Districts moved to the green–prevent level of the Keeping Ontario Safe and Open Framework,
