"Region","Class","Province","HR","Index_of_remoteness","Area_sq_km","Population","Dwellings","Households","Cpls_w_0_ch","Cpls_w_children","Cpls_w_1_ch","Cpls_w_2_ch","Cpls_w_3_or_more_ch","Sgls_w_ch","Sgls_w_1_ch","Sgls_w_2_ch","Sgls_w_3_or_more_ch","Not_in_families","Commute_wi_CSD","Commute_wi_CD_not_CSD","Commute_wi_prov_not_CD","Commute_extra_prov","Population_Density","MIZ_score"
"Flett's Springs No. 429","Moderate","Saskatchewan","Kelsey Trail Regional Health Authority","0.3341",878.03386,732,274,266,95,105,30,35,40,15,10,0,0,60,0,115,170,0,0.9,2
"St. Louis","Strong","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.3211",1.07765,415,155,149,30,45,15,20,10,30,15,5,5,80,25,120,10,0,385,3
"Duck Lake","Moderate","Saskatchewan","Saskatoon Regional Health Authority","0.2978",2.78889,569,242,202,50,55,25,20,10,50,25,15,15,75,50,50,20,0,208.6,2
"Prince Albert No. 461","CA","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.2949",1087.21862,3562,1122,1054,405,355,135,135,80,90,55,20,15,310,120,935,50,10,3.5,4
"Prince Albert","CA","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.2988",70.84892,35926,15173,13847,3390,3555,1365,1335,860,2610,1410,715,490,6800,11780,810,730,120,533.9,4
"Birch Hills No. 460","Strong","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.3299",564.97581,656,263,242,105,75,25,30,25,15,10,5,0,65,10,195,10,0,1.2,3
"Birch Hills","Strong","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.3309",2.27123,1033,465,436,120,115,40,40,25,50,25,15,10,190,125,205,0,0,454.7,3
"Candle Lake","Strong","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.3559",158.79051,840,1665,413,260,50,25,15,5,5,5,0,0,120,85,120,65,0,13.3,3
"Kinistino","Weak","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.3343",1.55211,654,304,263,95,60,15,25,15,30,15,10,0,110,85,50,20,0,421.3,1
"Lakeland No. 521","Strong","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.3425",554.09901,915,2134,438,245,60,30,25,10,15,10,5,0,135,15,155,75,10,1.9,3
"Christopher Lake","Strong","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.3327",4.56381,289,138,114,40,30,10,10,10,15,10,5,0,45,20,45,10,0,63.3,3
"Garden River No. 490","CA","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.3131",669.01358,727,304,280,110,95,35,45,20,15,10,5,5,75,0,255,35,0,1.1,4
"Albertville","CA","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.353",1.13659,86,35,34,20,10,5,5,5,5,0,0,0,5,0,35,0,0,76.6,4
"Meath Park","CA","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.3269",0.76689,175,82,74,30,15,5,5,5,10,5,0,5,20,0,65,0,0,228.2,4
"Buckland No. 491","CA","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.2979",821.7751,3375,1311,1237,490,460,170,175,105,100,65,25,15,325,45,1135,100,10,4.3,4
"Paddockwood No. 520","Strong","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.3275",2586.18145,895,479,382,180,100,45,40,20,20,20,5,0,100,15,225,25,20,0.4,3
"Beardy's 97 and Okemasis 96","Moderate","Saskatchewan","Saskatoon Regional Health Authority","0.3086",118.6164,1323,311,301,45,130,40,35,55,140,65,40,40,150,90,95,20,10,11.9,2
"Muskoday First Nation","Strong","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.3155",103.71723,647,217,205,45,55,30,15,15,80,35,30,20,110,65,75,10,10,6.6,3
"Wahpaton 94A","CA","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.3439",15.04286,309,80,70,10,20,5,5,5,40,20,10,15,55,0,65,0,0,20.8,4
"James Smith 100","Weak","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.4514",75.71187,743,152,152,30,90,20,20,45,60,30,10,20,85,60,25,10,10,10.3,1
"Cumberland 100A","Weak","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.36",90.21037,317,82,79,20,35,10,5,15,30,10,10,5,40,0,55,10,0,3.5,1
"Little Red River 106C","Moderate","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.4444",131.85957,354,98,88,10,25,10,5,10,50,20,10,15,50,15,10,10,0,2.8,2
"Montreal Lake 106B","Moderate","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.3559",23.77284,442,118,113,20,40,15,10,15,55,20,15,15,55,25,0,15,0,18.8,2
"Great Bend No. 405","Moderate","Saskatchewan","Saskatoon Regional Health Authority","0.2733",863.92263,509,232,203,70,70,30,25,15,5,5,0,0,65,10,60,90,0,0.6,2
"Radisson","Strong","Saskatchewan","Saskatoon Regional Health Authority","0.2857",2.11158,514,268,243,80,45,15,15,15,15,10,0,0,125,75,30,75,10,247.9,3
"Borden","Strong","Saskatchewan","Saskatoon Regional Health Authority","0.2737",0.80996,287,140,126,40,30,10,10,5,10,5,5,0,55,35,0,55,0,378.5,3
"Blaine Lake No. 434","Moderate","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.2979",847.47959,291,128,114,60,35,10,10,10,5,5,0,0,20,0,35,35,0,0.4,2
"Marcelin","Moderate","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.3064",1.3227,153,90,76,30,10,0,5,0,10,5,5,0,30,15,10,0,0,115.7,2
"Blaine Lake","Moderate","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.2979",1.94978,499,309,237,70,40,10,10,10,25,15,10,5,130,60,10,25,0,255.9,2
"Redberry No. 435","Moderate","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.3122",1104.06135,342,181,146,60,35,10,20,10,10,5,5,0,45,0,45,40,0,0.3,2
"Hafford","Strong","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.3093",1.13027,407,220,181,70,35,15,10,10,10,10,0,0,80,40,20,35,0,360.1,3
"Douglas No. 436","Moderate","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.3325",850.37788,350,173,152,65,40,15,10,10,5,5,0,0,55,0,80,20,0,0.4,2
"North Battleford","CA","Saskatchewan","Prairie North Regional Health Authority","0.307",1.25716,154,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.5,4
"North Battleford No. 437","CA","Saskatchewan","Prairie North Regional Health Authority","0.312",840.18426,725,290,276,110,95,35,35,25,25,15,5,0,60,20,165,35,0,0.9,4
"North Battleford","CA","Saskatchewan","Prairie North Regional Health Authority","0.3062",34.75175,14315,6413,5896,1470,1365,530,535,300,960,495,275,195,2925,4655,355,580,55,426.7,4
"Round Hill No. 467","Strong","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.3439",836.11139,361,189,145,60,35,15,15,10,10,5,0,0,45,45,30,0,0,0.4,3
"Meeting Lake No. 466","Moderate","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.3537",1105.62406,319,220,138,65,30,15,10,15,10,5,0,0,35,0,40,0,0,0.3,2
"Leask No. 464","Moderate","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.3282",1334.0973,686,704,254,125,40,10,15,10,10,10,5,0,80,15,70,30,0,0.5,2
"Leask","Moderate","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.3097",0.74926,399,211,184,70,25,10,5,5,25,20,5,0,80,50,25,10,0,532.4,2
"Shellbrook No. 493","Moderate","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.3165",1271.47771,1587,764,601,255,205,80,70,50,45,30,15,5,175,30,225,270,10,1.3,2
"Shellbrook","Moderate","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.322",3.67185,1444,700,651,225,150,55,60,35,55,30,10,5,270,365,50,145,0,393.3,2
"Canwood No. 494","Moderate","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.4803",2064.23259,1381,777,565,245,160,60,45,50,30,20,5,5,155,10,310,70,10,0.7,2
"Canwood","Moderate","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.3364",2.56223,332,176,158,55,20,10,10,5,10,5,5,5,75,35,25,10,0,129.6,2
"Spiritwood No. 496","Weak","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.3424",2543.71562,1347,786,516,220,160,45,60,55,30,25,0,0,145,10,305,40,0,0.6,1
"Spiritwood","Moderate","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.3453",2.95495,786,373,340,85,75,30,25,20,40,25,5,5,170,245,15,10,0,266,2
"Leoville","Moderate","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.3612",1.10575,375,162,146,45,45,15,15,10,20,15,0,0,55,60,30,10,0,339.2,2
"Medstead No. 497","Moderate","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.347",1290.66076,508,237,209,95,60,25,20,15,10,5,5,0,55,10,85,50,0,0.4,2
"Big River","Moderate","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.465",2.50641,700,331,287,70,75,25,30,15,40,25,5,10,130,255,20,20,10,279.3,2
"Big River No. 555","Moderate","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.48",2825.23957,889,656,352,165,105,40,45,20,20,5,10,5,95,15,140,30,30,0.4,2
"Chitek Lake","Moderate","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.4746",2.53539,138,291,69,35,10,5,5,0,0,5,5,0,30,0,25,15,0,54.4,2
"Muskeg Lake Cree Nation 102","Moderate","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.3294",72.61102,274,112,104,10,20,10,5,5,40,20,5,10,65,20,20,10,0,4.6,2
"Mistawasis 103","Moderate","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.3368",126.47803,681,180,175,20,75,25,15,30,65,30,20,25,100,75,15,10,0,5.7,2
"Sturgeon Lake 101","Moderate","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.342",86.42946,1174,293,287,30,115,35,30,45,150,75,40,35,140,70,0,45,0,14.2,2
"Big River 118","Weak","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.4723",116.27722,1553,407,366,45,140,40,30,70,165,60,45,60,210,105,85,10,10,14.8,1
"Ahtahkakoop 104","Moderate","Saskatchewan","Prince Albert Parkland Regional Health Authority","0.4847",181.70002,1472,424,386,50,140,35,35,70,160,65,40,50,200,65,45,15,0,8.3,2
"Metinota","Strong","Saskatchewan","Prairie North Regional Health Authority","0.3388",0.52334,80,57,37,25,5,0,0,5,0,0,0,0,5,0,0,25,0,152.8,3
"Meota","Strong","Saskatchewan","Prairie North Regional Health Authority","0.3352",1.54724,304,208,148,75,25,10,10,5,5,5,0,0,50,15,10,70,15,196.5,3
"Turtle River No. 469","Moderate","Saskatchewan","Prairie North Regional Health Authority","0.3448",696.31762,344,150,129,45,45,15,10,20,15,5,0,5,45,0,35,10,0,0.5,2
"Edam","Moderate","Saskatchewan","Prairie North Regional Health Authority","0.3488",1.19035,480,210,179,60,65,20,20,25,15,10,0,5,60,50,45,10,0,403.4,2
"Paynton No. 470","Weak","Saskatchewan","Prairie North Regional Health Authority","0.3315",610.38963,255,135,106,40,30,10,15,5,5,5,5,0,40,0,70,0,15,0.4,1
"Paynton","Strong","Saskatchewan","Prairie North Regional Health Authority","0.33",0.85105,148,86,67,25,15,5,10,5,5,5,0,0,20,10,20,0,0,173.9,3
"Eldon No. 471","Moderate","Saskatchewan","Prairie North Regional Health Authority","0.3372",1035.72599,750,314,275,105,105,30,40,35,15,5,5,0,70,0,170,0,30,0.7,2
"Maidstone","Strong","Saskatchewan","Prairie North Regional Health Authority","0.33",4.56069,1185,525,480,135,130,40,60,35,50,20,20,10,205,245,55,20,30,259.8,3
"Waseca","Moderate","Saskatchewan","Prairie North Regional Health Authority","0.3276",0.68163,149,75,64,15,15,10,10,5,5,5,5,0,25,0,65,10,10,218.6,2
"Wilton No. 472","CA","Saskatchewan","Prairie North Regional Health Authority","0.3568",1050.31523,1629,646,589,220,235,75,95,65,35,15,5,10,140,45,185,20,270,1.6,4
"Lashburn","CA","Saskatchewan","Prairie North Regional Health Authority","0.3252",3.11401,983,386,363,95,145,45,70,25,50,30,15,5,115,55,110,0,160,315.7,4
"Marshall","CA","Saskatchewan","Prairie North Regional Health Authority","0.3566",1.01001,561,221,208,65,75,30,35,10,25,10,10,5,75,10,25,10,100,555.4,4
"Britannia No. 502","Strong","Saskatchewan","Prairie North Regional Health Authority","0.2575",988.79883,2153,836,744,220,345,115,140,85,55,25,20,5,190,50,210,10,485,2.3,3
"Lloydminster (Part)","CA","Saskatchewan","Prairie North Regional Health Authority","0.2575",18.52099,11765,4909,4392,995,1435,540,535,360,655,365,195,95,2255,1310,290,35,3220,643.8,4
"Frenchman Butte No. 501","Moderate","Saskatchewan","Prairie North Regional Health Authority","0.3957",1980.65646,1494,544,455,170,175,45,65,65,40,30,10,5,120,25,270,0,30,0.8,2
"Paradise Hill","Moderate","Saskatchewan","Prairie North Regional Health Authority","0.4027",2.75274,491,239,204,55,55,15,25,15,20,5,15,0,90,125,65,0,15,191.8,2
"St. Walburg","Moderate","Saskatchewan","Prairie North Regional Health Authority","0.4129",2.11811,689,326,299,80,70,25,25,20,30,20,5,0,140,130,35,0,20,325.3,2
"Mervin","Moderate","Saskatchewan","Prairie North Regional Health Authority","0.4231",0.73459,159,94,83,25,15,5,5,5,5,5,0,0,45,20,30,0,0,216.4,2
"Turtleford","Moderate","Saskatchewan","Prairie North Regional Health Authority","0.415",1.6852,496,248,211,70,60,20,25,20,10,5,5,5,85,35,160,10,10,294.4,2
"Mervin No. 499","Weak","Saskatchewan","Prairie North Regional Health Authority","0.4373",1686.40241,1256,1607,583,310,105,45,30,30,20,10,5,5,160,35,220,35,15,0.8,1
"Parkdale No. 498","Moderate","Saskatchewan","Prairie North Regional Health Authority","0.4144",1489.31928,621,741,264,140,60,25,20,15,10,10,5,5,65,0,90,35,15,0.4,2
"Glaslyn","Moderate","Saskatchewan","Prairie North Regional Health Authority","0.3422",1.97152,387,179,161,55,45,15,15,15,15,5,10,0,70,85,10,25,0,196.3,2
"Meadow Lake","Weak","Saskatchewan","Prairie North Regional Health Authority","0.4308",12.4178,5344,2113,1912,450,570,190,225,155,395,180,105,110,870,1760,200,45,45,433.6,1
"Meadow Lake No. 588","Moderate","Saskatchewan","Prairie North Regional Health Authority","0.5195",6662.92456,2501,1239,945,385,340,145,120,75,70,45,15,15,240,45,855,35,50,0.4,2
"Loon Lake No. 561","Weak","Saskatchewan","Prairie North Regional Health Authority","0.4333",2987.45807,756,638,306,140,85,30,25,25,10,5,5,0,80,0,230,0,20,0.3,1
"Loon Lake","Weak","Saskatchewan","Prairie North Regional Health Authority","0.4359",0.66119,288,158,117,40,25,5,10,10,10,5,0,5,50,45,10,0,0,435.8,1
"Beaver River No. 622","Moderate","Saskatchewan","Prairie North Regional Health Authority","0.4213",2635.6684,1216,841,441,170,175,60,60,60,20,20,0,5,95,30,195,0,130,0.5,2
"Goodsoil","Strong","Saskatchewan","Prairie North Regional Health Authority","0.4507",1.97771,282,156,122,45,20,0,10,10,10,10,5,0,50,45,20,0,0,142.6,3
"Pierceland","Strong","Saskatchewan","Prairie North Regional Health Authority","0.4214",2.69005,598,289,249,65,70,25,20,20,25,15,5,10,110,85,15,0,110,222.3,3
"Seekaskootch 119","Moderate","Saskatchewan","Prairie North Regional Health Authority","0.4182",155.99849,2574,639,578,85,250,70,55,125,290,120,80,85,300,25,370,0,25,17.5,2
"Makaoo (Part) 120","Moderate","Saskatchewan","Prairie North Regional Health Authority","0.397",20.47011,518,130,120,30,45,20,10,20,55,25,15,15,65,85,10,0,10,25.4,2
"Thunderchild First Nation 115B","Moderate","Saskatchewan","Prairie North Regional Health Authority","0.4557",58.22689,706,200,172,20,45,15,10,20,115,55,30,30,110,0,75,10,10,12.1,2
"Flying Dust First Nation 105 (Meadow Lake 105)","Moderate","Saskatchewan","Prairie North Regional Health Authority","0.4308",36.97806,577,187,169,25,60,25,20,15,70,35,15,20,80,75,60,0,10,15.7,2
"Waterhen 130","Weak","Saskatchewan","Prairie North Regional Health Authority","0.5772",80.13948,672,213,196,30,55,15,20,25,70,35,15,20,115,65,10,10,0,8.5,1
"Makwa Lake 129B","Moderate","Saskatchewan","Prairie North Regional Health Authority","0.4371",37.32473,982,444,226,25,90,25,25,45,115,45,25,45,115,35,50,0,0,26.6,2
"Moosomin 112B","Moderate","Saskatchewan","Prairie North Regional Health Authority","0.3385",70.68875,724,195,183,20,60,25,15,20,90,25,25,40,110,30,15,40,0,10.3,2
"Saulteaux 159","Moderate","Saskatchewan","Prairie North Regional Health Authority","0.3303",39.17648,473,142,133,15,40,10,10,15,60,30,15,10,90,35,15,15,0,12.1,2
"Green Lake","Weak","Saskatchewan","Keewatin Yatthe Regional Health Authority","0.5209",132.20732,429,225,168,30,25,10,10,5,60,25,15,20,90,20,10,30,0,3.5,1
"Beauval","Weak","Saskatchewan","Keewatin Yatthe Regional Health Authority","0.6336",13.31912,640,293,204,25,65,35,10,15,95,55,10,30,85,85,30,25,10,49.7,1
"La Ronge","Weak","Saskatchewan","Mamawetan Churchill River Regional Health Authority","0.4796",16.39556,2688,1135,974,230,260,115,80,60,260,140,70,50,470,885,230,15,10,163.9,1
"Air Ronge","Weak","Saskatchewan","Mamawetan Churchill River Regional Health Authority","0.4798",7.2564,1106,413,376,85,145,55,55,30,70,45,15,15,155,115,360,0,0,184.3,1
"Denare Beach","Weak","Saskatchewan","Mamawetan Churchill River Regional Health Authority","0.521",5.84443,779,432,291,115,85,35,35,15,35,25,5,10,85,40,75,0,195,133.3,1
"Creighton","Weak","Saskatchewan","Mamawetan Churchill River Regional Health Authority","0.4812",16.41479,1402,600,582,190,165,55,70,40,75,45,20,10,175,155,35,10,440,97.4,1
"Pelican Narrows","Weak","Saskatchewan","Mamawetan Churchill River Regional Health Authority","0.5367",3.70437,630,167,131,20,55,10,5,35,75,40,15,20,60,60,0,0,0,170.1,1
"Pinehouse","Weak","Saskatchewan","Mamawetan Churchill River Regional Health Authority","0.6867",6.84191,1052,283,266,25,110,30,30,50,120,60,30,30,150,185,65,0,0,153.8,1
"Île-à-la-Crosse","Moderate","Saskatchewan","Keewatin Yatthe Regional Health Authority","0.6625",23.84721,1296,450,406,60,135,55,45,35,160,75,50,35,145,250,120,0,10,54.4,2
"Buffalo Narrows","Moderate","Saskatchewan","Keewatin Yatthe Regional Health Authority","0.6693",71.41775,1110,430,380,65,100,50,30,25,145,80,40,20,185,305,35,10,10,16.2,2
"La Loche","Weak","Saskatchewan","Keewatin Yatthe Regional Health Authority","0.4945",15.58581,2372,752,657,50,165,60,50,55,405,175,105,125,295,285,20,0,15,152.2,1
"Stony Rapids","Weak","Saskatchewan","Athabasca Health Authority","0.6349",3.96363,262,130,85,20,35,25,5,15,5,0,5,0,60,85,30,0,0,66.1,1
"Cumberland House Cree Nation 20","Moderate","Saskatchewan","Kelsey Trail Regional Health Authority","0.6868",16.88244,795,235,232,30,95,20,25,45,70,35,20,15,100,0,90,0,0,48.2,2
"Montreal Lake 106","Weak","Saskatchewan","Mamawetan Churchill River Regional Health Authority","0.4856",60.95514,1113,277,267,25,105,50,25,30,160,70,35,55,145,130,10,10,0,18.3,1
"Stanley 157","Weak","Saskatchewan","Mamawetan Churchill River Regional Health Authority","0.5418",3.12963,1840,466,451,55,220,75,50,90,215,105,55,55,150,215,60,10,0,587.9,1
"Lac La Ronge 156","Weak","Saskatchewan","Mamawetan Churchill River Regional Health Authority","0.4799",9.23336,2017,480,441,45,205,60,55,90,250,100,85,70,205,50,255,10,0,221.5,1
"Wapachewunak 192D","Moderate","Saskatchewan","Keewatin Yatthe Regional Health Authority","0.6827",19.48853,565,199,184,30,65,30,20,20,60,35,20,5,80,30,60,0,0,29,2
"Canoe Lake 165","Moderate","Saskatchewan","Keewatin Yatthe Regional Health Authority","0.6677",26.3522,912,273,250,30,85,25,15,45,110,55,25,30,110,115,25,10,10,35.5,2
"Buffalo River Dene Nation 193 (Peter Pond Lake 193)","Moderate","Saskatchewan","Keewatin Yatthe Regional Health Authority","0.6787",86.75395,783,260,233,30,90,40,25,25,90,45,25,20,110,10,90,10,10,9.1,2
"Turnor Lake 193B","Moderate","Saskatchewan","Keewatin Yatthe Regional Health Authority","0.5118",0.90033,476,146,131,15,55,10,20,25,50,20,10,20,45,30,40,10,0,528.7,2
"Pelican Narrows 184B","Weak","Saskatchewan","Mamawetan Churchill River Regional Health Authority","0.536",5.45794,1869,350,327,50,195,45,40,110,180,80,45,55,175,10,165,10,0,342.4,1
"Southend 200","Weak","Saskatchewan","Mamawetan Churchill River Regional Health Authority","0.7686",38.86292,917,206,177,25,100,25,15,60,100,40,25,30,70,145,10,0,0,24.4,1
"Fond du Lac 227","Weak","Saskatchewan","Athabasca Health Authority","0.7116",144.37661,903,231,206,35,140,50,40,55,65,40,15,15,75,150,55,10,0,6.5,1
"Chicken 224","Weak","Saskatchewan","Athabasca Health Authority","0.8571",261.75512,1379,280,263,30,170,60,45,70,145,65,40,35,95,150,50,10,10,5.9,1
"Grandmother's Bay 219","Weak","Saskatchewan","Mamawetan Churchill River Regional Health Authority","0.6084",53.75794,342,115,101,15,40,5,25,10,35,25,10,10,45,0,30,0,0,6.9,1
"Lac La Hache 220","Weak","Saskatchewan","Mamawetan Churchill River Regional Health Authority","0.7116",211.31779,1377,282,260,25,150,45,30,75,155,70,40,45,150,185,10,0,0,11.8,1
"Clearwater River Dene 222","Weak","Saskatchewan","Keewatin Yatthe Regional Health Authority","0.4945",30.50266,822,218,188,20,75,20,20,30,115,50,25,35,95,70,50,10,10,26.9,1
"Kimosom Pwatinahk 203 (Deschambault Lake)","Weak","Saskatchewan","Mamawetan Churchill River Regional Health Authority","0.5617",8.0425,1061,221,199,25,105,25,25,50,120,45,30,45,85,105,0,0,0,131.9,1
"Cypress County","CA","Alberta","South Zone","0.2943",13494.7856,7662,3222,2689,1035,1075,350,460,260,150,85,45,30,585,535,1700,125,50,0.6,4
"Medicine Hat","CA","Alberta","South Zone","0.2892",119.74271,63260,27970,26652,8355,6695,2580,2835,1280,2990,1765,855,370,11370,19670,2820,870,240,564.6,4
"Forty Mile County No. 8","Moderate","Alberta","South Zone","0.3287",7412.91234,3581,968,865,335,360,90,105,165,25,10,5,5,170,90,340,75,10,0.5,2
