index,facility_name,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city,province,source_format_str_address,csdname,csduid,pruid,geometry
4787,Pinecrest Nursing Home (Bobcaygeon),long-term care home,Nursing and residential care facilities,Province of Ontario,"",3418,kawartha lakes county road 36,K0M 1A0,little britain,Ontario,"",Kawartha Lakes,3516010,35,-78.53389679|44.52836508
4790,Pinehaven Nursing Home,long-term care home,Nursing and residential care facilities,Province of Ontario,"",229,lexington road,N2K 2E1,waterloo,Ontario,"",Waterloo,3530016,35,-80.51167673|43.4926954
4791,Pioneer Elder Care,retirement home,Nursing and residential care facilities,Province of Ontario,"",473,vine street,L2M 3S9,st catharines,Ontario,"",St. Catharines,3526053,35,-79.2315698|43.19467691
4792,Pioneer Manor,long-term care home,Nursing and residential care facilities,Province of Ontario,"",960,notre dame avenue,P3A 2T4,sudbury,Ontario,"",Greater Sudbury / Grand Sudbury,3553005,35,-80.98200638|46.51756439
4794,Pioneer Ridge,long-term care home,Nursing and residential care facilities,Province of Ontario,"",750,tungsten street,P7A 5C2,thunder bay,Ontario,"",Thunder Bay,3558004,35,-89.25595747|48.41777116
4795,Place Mont Roc Residence Inc.,retirement home,Nursing and residential care facilities,Province of Ontario,"",100,industrial boulevard,K6A 3M8,hawkesbury,Ontario,"",Hawkesbury,3502008,35,-74.61425379|45.59888873
4799,Pleasant Manor Retirement Village,long-term care home,Nursing and residential care facilities,Province of Ontario,"",15,elden street,L0S 1T0,niagara-on-the-lake,Ontario,"",Niagara-on-the-Lake,3526047,35,-79.12186246|43.22673892
480,Birch Lodge,"",Nursing and residential care facilities,Province of British Columbia,"",7446,highway 6,V1B 3H4,coldstream,British Columbia,7446 highway 6 coldstream bc v1b 3h4,Coldstream,5937010,59,-119.1493654|50.2203239
4801,Pleasant Meadow Manor,long-term care home,Nursing and residential care facilities,Province of Ontario,"",99,alma street,K0L 2V0,norwood,Ontario,"",Asphodel-Norwood,3515003,35,-77.96791169|44.37927558
4802,Pleasant Valley Rest Home,retirement home,Nursing and residential care facilities,Province of Ontario,"",511,queensville side road,L9N 0G1,east gwillimbury,Ontario,"",East Gwillimbury,3519054,35,-79.48019546|44.13128166
4803,Plymouth Cordage Retirement Community,retirement home,Nursing and residential care facilities,Province of Ontario,"",110,first street,L3B 4S2,welland,Ontario,"",Welland,3526032,35,-79.24557608|42.98360277
4806,Port Credit Residences,retirement home,Nursing and residential care facilities,Province of Ontario,"",33,hurontario street,L5G 3E8,mississauga,Ontario,"",Mississauga,3521005,35,-79.58341274|43.55675776
4808,Port Perry Place,long-term care home,Nursing and residential care facilities,Province of Ontario,"",15941,simcoe street,L9L 1N5,port perry,Ontario,"",Scugog,3518020,35,-78.95044579|44.11144499
4809,Port Perry Villa Retirement Living,retirement home,Nursing and residential care facilities,Province of Ontario,"",15987,simcoe street,L9L 1N5,port perry,Ontario,"",Scugog,3518020,35,-78.95054629|44.11234069
481,Birch Station,"",Nursing and residential care facilities,Province of British Columbia,"",5100,blundell rd,V7C 1H4,richmond,British Columbia,5100 blundell rd richmond bc v7c 1h4,Richmond,5915015,59,-123.1682267|49.1553185
4811,Portage Ontario,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,"",6681,irvine street,N0B 1S0,elora,Ontario,"",Centre Wellington,3523025,35,-80.44308343|43.70235774
4812,Portal Village Retirement Home,retirement home,Nursing and residential care facilities,Province of Ontario,"",300,elgin street,L3K 6A3,port colborne,Ontario,"",Port Colborne,3526011,35,-79.26194028|42.88749045
4813,Portobello Manor,retirement home,Nursing and residential care facilities,Province of Ontario,"",691,valin street,K4A 0G3,ottawa,Ontario,"",Ottawa,3506008,35,-75.47078027|45.47500507
4815,Post Inn Village,long-term care home,Nursing and residential care facilities,Province of Ontario,"",203,georgian drive,L6H 7H9,oakville,Ontario,"",Oakville,3524001,35,-79.71675247|43.48026034
4819,Presentation Manor for Senior,retirement home,Nursing and residential care facilities,Province of Ontario,"",61,fairfax crescent,M1L 1Z7,toronto,Ontario,"",Toronto,3520005,35,-79.28576136|43.7159154
482,Birchview Residences,"",Nursing and residential care facilities,Province of British Columbia,"",7780,hart hwy,V2K 3B3,prince george,British Columbia,7780 hart hwy prince george bc v2k 3b3,Prince George,5953023,59,-122.8011|53.999924
4827,Prince George Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",139,main street,N0M 2J0,lucan,Ontario,"",Lucan Biddulph,3539060,35,-81.40072728|43.18638941
4828,Prince of Wales Manor,retirement home,Nursing and residential care facilities,Province of Ontario,"",22,barnstone drive,K2G 2P9,ottawa,Ontario,"",Ottawa,3506008,35,-75.70670863|45.27185633
4829,Princess Court,long-term care home,Nursing and residential care facilities,Province of Ontario,"","",princess street,P8N 2Z4,dryden,Ontario,"",Dryden,3560027,35,-92.8352797|49.783303
483,Birchwood House,"",Nursing and residential care facilities,Province of British Columbia,"",4002,maple crescent,V6J 4B2,vancouver,British Columbia,4002 maple crescent vancouver bc v6j 4b2,Vancouver,5915022,59,-123.151|49.250434
4830,Princess Gardens Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",100,charlotte street,K9J 7L4,peterborough,Ontario,"",Peterborough,3515014,35,-78.3175451|44.30427485
4832,Project Upstream Inc.,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,"",100,craig henry drive,K2G 5W3,ottawa,Ontario,"",Ottawa,3506008,35,-75.77037505|45.33240924
4835,Providence Care (Corporate Office) - St. Mary's of the Lake Hospital,chronic care,Nursing and residential care facilities,Public Health Agency of Canada,"",340,union st w,K7L 5A2,kingston,Ontario,340 union st. w. kingston on k7l 5a2,Kingston,3510010,35,-76.5062064|44.2237359
484,Birchwood Place,"",Nursing and residential care facilities,Province of British Columbia,"",3183,kofoed dr,V8G 3P8,thornhill,British Columbia,3183 kofoed dr thornhill bc v8g 3p8,Kitimat-Stikine E,5949018,59,-128.54583|54.51652
4842,Providence Healthcare,chronic care,Nursing and residential care facilities,Public Health Agency of Canada,"",3276,st clair ave e,M1L 1W1,toronto,Ontario,3276 st. clair ave. e. toronto on m1l 1w1,Toronto,3520005,35,-79.2850295|43.7122051
4843,Providence Manor,long-term care home,Nursing and residential care facilities,Province of Ontario,"",275,sydenham street,K7K 1G7,kingston,Ontario,"",Kingston,3510010,35,-76.4854634|44.23553812
485,Bissette,"",Nursing and residential care facilities,Province of British Columbia,"",625,bissette road,V2B 6L3,kamloops,British Columbia,625 bissette road kamloops bc v2b 6l3,Kamloops,5933042,59,-120.3440301|50.7616555
4854,Queen's Garden,long-term care home,Nursing and residential care facilities,Province of Ontario,"",80,queen street n,L8R 3P6,hamilton,Ontario,"",Hamilton,3525005,35,-79.87697411|43.26115109
4856,Queens Avenue Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",1056,queens avenue,L6H 6R3,oakville,Ontario,"",Oakville,3524001,35,-79.68888876|43.46395854
4857,Queens Village for Seniors,retirement home,Nursing and residential care facilities,Province of Ontario,"",518,queens avenue,N6B 1Y7,london,Ontario,"",London,3539036,35,-81.23601261|42.98946328
4858,Queenston Place Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",6440,valley way,L2E 7E3,niagara falls,Ontario,"",Niagara Falls,3526043,35,-79.10210755|43.0974671
4859,Queensview Retirement Community,retirement home,Nursing and residential care facilities,Province of Ontario,"",70,king edward street,N3L 0C1,brant,Ontario,"",Brant,3529005,35,-80.38626696|43.18908096
486,Blenheim Lodge,"",Nursing and residential care facilities,Province of British Columbia,"",3263,blenheim st,V6L 2X7,vancouver,British Columbia,3263 blenheim st vancouver bc v6l 2x7,Vancouver,5915022,59,-123.1791189|49.2572761
4861,Queensway Long Term Care Home,long-term care home,Nursing and residential care facilities,Province of Ontario,"",100,queen street,N0M 1X0,lakeside,Ontario,"",Bluewater,3540010,35,-81.50347404|43.43497405
4863,Queenswood Villa,retirement home,Nursing and residential care facilities,Province of Ontario,"",370,kennedy lane e,K1E 3X5,ottawa,Ontario,"",Ottawa,3506008,35,-75.50317318|45.47890827
4865,Quinte Gardens Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",30,college street w,K8P 0A9,belleville,Ontario,"",Belleville,3512005,35,-77.39264349|44.17668077
487,Blenkinsop Home,"",Nursing and residential care facilities,Province of British Columbia,"",3924,blenkinsop rd,V8P 3P5,victoria,British Columbia,3924 blenkinsop rd victoria bc v8p 3p5,Saanich,5917021,59,-123.3503798|48.4659403
4879,r. h. Lawson Eventide Home,long-term care home,Nursing and residential care facilities,Province of Ontario,"",5050,jepson street,L2E 1K5,niagara falls,Ontario,"",Niagara Falls,3526043,35,-79.07748394|43.0997467
488,Blueridge House,"",Nursing and residential care facilities,Province of British Columbia,"",2669,standish dr,V7H 1M9,north vancouver,British Columbia,2669 standish dr north vancouver bc v7h 1m9,North Vancouver,5915046,59,-123.000264|49.3249901
4882,Raglan Village Retirement,retirement home,Nursing and residential care facilities,Province of Ontario,"",89,raglan street,L9Y 0B2,collingwood,Ontario,"",Collingwood,3543031,35,-80.19995002|44.50144059
4883,Rainy River Health Centre,long-term care home,Nursing and residential care facilities,Province of Ontario,"",115,fourth street,P0W 1L0,rainy river,Ontario,"",Rainy River,3559042,35,-94.5692765|48.71856
4884,Riverside Health Care Facilities Inc. — Rainycrest Home for the Aged,long-term care home,Nursing and residential care facilities,Province of Ontario,"",550,osborne street,P9A 3T2,fort frances,Ontario,"",Fort Frances,3559012,35,-93.38953726|48.61757858
4887,Rayoak Place,retirement home,Nursing and residential care facilities,Province of Ontario,"",1340,york mills road,M3A 3R1,toronto,Ontario,"",Toronto,3520005,35,-79.32006477|43.76323831
4888,Reachview Village,long-term care home,Nursing and residential care facilities,Province of Ontario,"",130,reach street,L9P 1L3,uxbridge,Ontario,"",Uxbridge,3518029,35,-79.11189924|44.10408728
4889,Reconnect Community Health Services,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,"",1281,st clair avenue w,M6E 1B8,toronto,Ontario,"",Toronto,3520005,35,-79.44756641|43.67675159
4895,Red Maple Assistive Living,retirement home,Nursing and residential care facilities,Province of Ontario,"",25,windermere court,L6X 2L5,brampton,Ontario,"",Brampton,3521010,35,-79.78407931|43.68078827
4896,Red Oak Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",3501,campeau drive,K2K 0C1,ottawa,Ontario,"",Ottawa,3506008,35,-75.9006471|45.31605973
4897,Red Oak Villa,retirement home,Nursing and residential care facilities,Province of Ontario,"",20,ste anne road,P3C 5N4,sudbury,Ontario,"",Greater Sudbury / Grand Sudbury,3553005,35,-80.99677148|46.49554268
4898,Redstacks Retirement Home,retirement home,Nursing and residential care facilities,Province of Ontario,"",303,niagara boulevard,L2A 3H1,fort erie,Ontario,"",Fort Erie,3526003,35,-78.91163277|42.91807758
4899,Redwoods Retirement,retirement home,Nursing and residential care facilities,Province of Ontario,"",2604,draper avenue,K2H 7A1,ottawa,Ontario,"",Ottawa,3506008,35,-75.78929286|45.34226624
4900,Regency Long Term Care Home,long-term care home,Nursing and residential care facilities,Province of Ontario,"",66,dorset street e,L1A 1E3,port hope,Ontario,"",Port Hope,3514020,35,-78.28804066|43.95079819
4901,Regency Park Long Term Care Home,long-term care home,Nursing and residential care facilities,Province of Ontario,"",567,victoria avenue,N9A 4N1,windsor,Ontario,"",Windsor,3537039,35,-83.03932361|42.31362957
4903,Regency Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",91,concession street,K0L 2H0,lakefield,Ontario,"",Selwyn,3515015,35,-78.26718299|44.42391627
4904,Regeneration House Inc.,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,"",2238,dundas street w,M6R 3A9,toronto,Ontario,"",Toronto,3520005,35,-79.45149351|43.65437708
4905,Regent Manor,retirement home,Nursing and residential care facilities,Province of Ontario,"",1315,regent street,P3E 3Z1,sudbury,Ontario,"",Greater Sudbury / Grand Sudbury,3553005,35,-81.01002818|46.46335238
4907,Regina Gardens,long-term care home,Nursing and residential care facilities,Province of Ontario,"",536,upper paradise road,L9C 5E3,hamilton,Ontario,"",Hamilton,3525005,35,-79.91358922|43.23102399
4912,Region of Halton Health Department - Community Health Services,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,"",19,willow street,L7J 1Z6,acton,Ontario,"",Halton Hills,3524015,35,-80.04122729|43.63097875
493,Bowness Residence,"",Nursing and residential care facilities,Province of British Columbia,"",4909,bowness avenue,V8A 3S6,powell river,British Columbia,4909 bowness avenue powell river bc v8a 3s6,Powell River,5927008,59,-124.5073861|49.8490901
4944,"Renascent Fellowship, the",mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,"",356,dundas street w,M5T 1G5,toronto,Ontario,"",Toronto,3520005,35,-79.39321379|43.65426168
4949,Residence Lefebvre,retirement home,Nursing and residential care facilities,Province of Ontario,"",15,rue paquette,P0L 1V0,moonbeam,New Brunswick,"",Moncton,1307022,35,-64.7844713|46.104989
495,Bradner House,"",Nursing and residential care facilities,Province of British Columbia,"",3098,bradner rd,V4X 1K2,abbotsford,British Columbia,3098 bradner rd abbotsford bc v4x 1k2,Abbotsford,5909052,59,-122.425236|49.0586
4950,Residence Prescott Et Russell,long-term care home,Nursing and residential care facilities,Province of Ontario,"",1020,cartier boulevard,K6A 1W7,hawkesbury,Ontario,"",Hawkesbury,3502008,35,-74.61370539|45.60023563
4956,Retirement Suites by the Lake,retirement home,Nursing and residential care facilities,Province of Ontario,"",2121,kingston road,M1N 1T5,toronto,Ontario,"",Toronto,3520005,35,-79.25423655|43.7005841
496,Braemore Lodge,"",Nursing and residential care facilities,Province of British Columbia,"",2402,s main st,V2A 5H9,penticton,British Columbia,2402 s main st penticton bc v2a 5h9,Penticton,5907041,59,-119.5812088|49.4712603
497,Brandt's Creek Mews,"",Nursing and residential care facilities,Province of British Columbia,"",2081,cross road,V1V 2G2,kelowna,British Columbia,2081 cross road kelowna bc v1v 2g2,Kelowna,5935010,59,-119.4354247|49.9200841
498,Brentwood House,"",Nursing and residential care facilities,Province of British Columbia,"",1167,stellys x rd,V8M 1H4,brentwood bay,British Columbia,1167 stellys x rd brentwood bay bc v8m 1h4,Central Saanich,5917015,59,-123.4509233|48.5794252
