entry.id,jurisdiction,date.announced,date.implemented,category,type,primary.source.(news.release.or.specific.resource),secondary.source,action,level,indigenous.population.group,who,what,effective.until
NS266,Nova Scotia,18754,18757,travel,restrictions,https://novascotia.ca/news/release/?id=20210507006,Not applicable,Not applicable,Provincial/territorial,FALSE,"premier, department of health and wellness","closed the border to people moving to live in n.s.; closed the border to p.e.i. and n.l., with some exceptions for essential travel",18988
NS267,Nova Scotia,18754,18754,travel,self-isolation,https://novascotia.ca/news/release/?id=20210507006,Not applicable,Not applicable,Provincial/territorial,FALSE,"premier, department of health and wellness","suspended modified self-isolation for rotational workers; workers from outbreak zones must self-isolate for 14 days in a completely separate space from other people in their households, sharing only a frequently cleaned bathroom; workers may not attend non-emergent medical appointments except for mandatory covid-19 testing",18988
NS268,Nova Scotia,18758,18758,vaccine,population to be vaccinated,https://novascotia.ca/news/release/?id=20210511001,Not applicable,Not applicable,Provincial/territorial,FALSE,department of health and wellness,announced that people age 40 to 44 are now eligible for vaccination (pfizer and moderna),18988
NS269,Nova Scotia,18759,18759,closures/openings,recreation,https://novascotia.ca/news/release/?id=20210512001,Not applicable,Tightening,Provincial/territorial,FALSE,department of lands and forestry,announced a delay to the start of camping season at provincial camping parks until at least june; day use parks and campgrounds remain open,18988
NS271,Nova Scotia,18759,18759,vaccine,implementation plans and frameworks,https://novascotia.ca/news/release/?id=20210512006,Not applicable,Not applicable,Provincial/territorial,FALSE,department of health and wellness,paused use of the astrazeneca vaccine for 1st doses,18988
NS272,Nova Scotia,18760,18761,travel,restrictions,https://novascotia.ca/news/release/?id=20210513004,Not applicable,Tightening,Provincial/territorial,FALSE,department of health and wellness,"announced new travel application process for n.s. residents and essential travellers, including rotational workers; the application process uses the existing nova scotia safe check-in",18988
NS273,Nova Scotia,18761,18761,vaccine,population to be vaccinated,https://novascotia.ca/news/release/?id=20210514003,Not applicable,Not applicable,Provincial/territorial,FALSE,department of health and wellness,announced that people age 35 to 39 are now eligible for vaccination (pfizer and moderna),18988
NS274,Nova Scotia,18764,18764,vaccine,population to be vaccinated,https://novascotia.ca/news/release/?id=20210517001,Not applicable,Not applicable,Provincial/territorial,FALSE,department of health and wellness,announced that people age 30 to 34 are now eligible for vaccination (pfizer and moderna),18988
NS275,Nova Scotia,18766,18766,closures/openings,education,https://novascotia.ca/news/release/?id=20210519004,Not applicable,Not applicable,Provincial/territorial,FALSE,department of health and wellness,announced that public and private schools will stay closed to in-person learning for the remainder of the school year,18988
NS276,Nova Scotia,18767,18767,vaccine,population to be vaccinated,https://novascotia.ca/news/release/?id=20210520002,Not applicable,Not applicable,Provincial/territorial,FALSE,department of health and wellness,announced that people age 25 to 29 are now eligible for vaccination (pfizer and moderna),18988
NS277,Nova Scotia,18768,18768,travel,restrictions,https://novascotia.ca/news/release/?id=20210521006,Not applicable,Easing,Provincial/territorial,FALSE,"premier, department of health and wellness",expanded the criteria for people moving to n.s. and announced additional flexibility for essential travel from p.e.i.,18988
NS278,Nova Scotia,18718,18718,vaccine,population to be vaccinated,https://novascotia.ca/news/release/?id=20210401003,Not applicable,Not applicable,Provincial/territorial,FALSE,department of health and wellness,announced that people age 70 to 74 are now eligible for vaccination (pfizer and moderna),18988
NS279,Nova Scotia,18718,18723,vaccine,population to be vaccinated,https://novascotia.ca/news/release/?id=20210401003,Not applicable,Not applicable,Provincial/territorial,FALSE,department of health and wellness,announced that people age 55 to 64 are now eligible for the astrazeneca vaccine,18988
NS280,Nova Scotia,18726,18726,vaccine,population to be vaccinated,https://novascotia.ca/news/release/?id=20210409005,Not applicable,Not applicable,Provincial/territorial,FALSE,department of health and wellness,announced that people age 65 to 69 are now eligible for vaccination (pfizer and moderna),18988
NS281,Nova Scotia,18736,18736,vaccine,population to be vaccinated,https://novascotia.ca/news/release/?id=20210419001,Not applicable,Not applicable,Provincial/territorial,FALSE,department of health and wellness,announced that people age 60 to 64 are now eligible for vaccination (pfizer and moderna),18988
NS282,Nova Scotia,18743,18743,vaccine,population to be vaccinated,https://novascotia.ca/news/release/?id=20210426008,Not applicable,Not applicable,Provincial/territorial,FALSE,department of health and wellness,announced that people age 55 to 59 are now eligible for vaccination (pfizer and moderna),18988
NS287,Nova Scotia,18730,18730,travel,restrictions,https://cap-cpma.ca/reopening-of-atlantic-bubble-delayed/,Not applicable,Not applicable,Provincial/territorial,FALSE,council of atlantic premiers,"announced the delay of resuming of the atlantic travel bubble, which allows non-essential travel within the region, by 2 weeks",18988
NS288,Nova Scotia,18744,18745,public information,phase and alert level changes,Not applicable,https://atlantic.ctvnews.ca/these-next-two-weeks-are-critical-n-s-to-enter-14-day-lockdown-as-covid-19-cases-continue-to-rise-1.5404417,Tightening,Provincial/territorial,FALSE,"premier, department of health and wellness","province to enter a 14-day lockdown; ""circuit breaker"" restrictions will come into effect",18988
NS289,Nova Scotia,18365,18365,health services,telemedicine/virtual care,https://www.nscmlt.org/images/Policies/PGL004v1_Virtual_MLT_Practice.pdf,Not applicable,Not applicable,Provincial/territorial,FALSE,nova scotia college of medical laboratory technologists,announced that medical laboratory technologists can practise virtually/remotely,18988
NS291,Nova Scotia,18711,18711,health workforce,supply management,https://novascotia.ca/news/release/?id=20210325001,Not applicable,Not applicable,Provincial/territorial,FALSE,government of nova scotia,"announced $12.2 million to train more doctors, $914,000 to train more nurses",18988
NS292,Nova Scotia,18663,18666,closures/openings,daycares,https://novascotia.ca/news/release/?id=20210205008,Not applicable,Easing,Provincial/territorial,FALSE,department of health and wellness,"permitted day camps to have cohorts of 15 people indoors and outdoors, with distancing",18988
NS294,Nova Scotia,18759,18759,vaccine,implementation plans and frameworks,https://novascotia.ca/news/release/?id=20210512006,Not applicable,Not applicable,Provincial/territorial,FALSE,department of health and wellness,announced pause of the use of astrazeneca’s covid-19 vaccine as the 1st dose,18988
NS295,Nova Scotia,18772,18772,vaccine,population to be vaccinated,https://novascotia.ca/news/release/?id=20210525004,Not applicable,Not applicable,Provincial/territorial,FALSE,department of health and wellness,announced that people age 20 to 24 are now eligible for vaccination (pfizer and moderna),18988
NS297,Nova Scotia,18774,18774,vaccine,population to be vaccinated,https://novascotia.ca/news/release/?id=20210527002,Not applicable,Not applicable,Provincial/territorial,FALSE,department of health and wellness,announced that people age 12 to 19 are now eligible for vaccination (pfizer and moderna),18988
NS301,Nova Scotia,18775,18780,closures/openings,education,https://novascotia.ca/news/release/?id=20210528004,Not applicable,Easing,Provincial/territorial,FALSE,department of education and early childhood development,announced that in-person classes will resume at all n.s. public and private schools outside of halifax regional municipality and sydney,18988
