"CSDUID2016","HRUID2018","HR","Province"
4711011,4707,"Heartland","Saskatchewan"
4715847,4709,"Prince Albert","Saskatchewan"
4710047,4706,"Saskatoon","Saskatchewan"
4715085,4709,"Prince Albert","Saskatchewan"
4715012,4706,"Saskatoon","Saskatchewan"
4711034,4707,"Heartland","Saskatchewan"
4716028,4710,"Prairie North","Saskatchewan"
4712078,4710,"Prairie North","Saskatchewan"
4716011,4706,"Saskatoon","Saskatchewan"
4707016,4703,"Cypress","Saskatchewan"
4714093,4708,"Kelsey Trail","Saskatchewan"
4715005,4706,"Saskatoon","Saskatchewan"
4707071,4702,"Five Hills","Saskatchewan"
4714051,4708,"Kelsey Trail","Saskatchewan"
4706058,4704,"Regina Qu’Appelle","Saskatchewan"
4706079,4704,"Regina Qu’Appelle","Saskatchewan"
4705074,4705,"Sunrise","Saskatchewan"
4711028,4707,"Heartland","Saskatchewan"
4703036,4702,"Five Hills","Saskatchewan"
4708021,4703,"Cypress","Saskatchewan"
4706034,4704,"Regina Qu’Appelle","Saskatchewan"
4701041,4701,"Sun Country","Saskatchewan"
4714049,4708,"Kelsey Trail","Saskatchewan"
4703071,4702,"Five Hills","Saskatchewan"
4713059,4707,"Heartland","Saskatchewan"
4711031,4706,"Saskatoon","Saskatchewan"
4706059,4704,"Regina Qu’Appelle","Saskatchewan"
4715014,4706,"Saskatoon","Saskatchewan"
4715008,4706,"Saskatoon","Saskatchewan"
4701036,4701,"Sun Country","Saskatchewan"
4714021,4708,"Kelsey Trail","Saskatchewan"
4703026,4702,"Five Hills","Saskatchewan"
4708004,4703,"Cypress","Saskatchewan"
4714074,4708,"Kelsey Trail","Saskatchewan"
4713069,4707,"Heartland","Saskatchewan"
4714032,4708,"Kelsey Trail","Saskatchewan"
4717056,4710,"Prairie North","Saskatchewan"
4715054,4706,"Saskatoon","Saskatchewan"
4711027,4707,"Heartland","Saskatchewan"
4711026,4707,"Heartland","Saskatchewan"
4711070,4706,"Saskatoon","Saskatchewan"
4706021,4704,"Regina Qu’Appelle","Saskatchewan"
4715066,4709,"Prince Albert","Saskatchewan"
4715041,4706,"Saskatoon","Saskatchewan"
4708024,4703,"Cypress","Saskatchewan"
4709075,4705,"Sunrise","Saskatchewan"
4711018,4707,"Heartland","Saskatchewan"
4707021,4703,"Cypress","Saskatchewan"
4701011,4701,"Sun Country","Saskatchewan"
4717029,4710,"Prairie North","Saskatchewan"
4717022,4710,"Prairie North","Saskatchewan"
4707006,4702,"Five Hills","Saskatchewan"
4701014,4701,"Sun Country","Saskatchewan"
4706052,4704,"Regina Qu’Appelle","Saskatchewan"
4704038,4703,"Cypress","Saskatchewan"
4716022,4709,"Prince Albert","Saskatchewan"
4706085,4706,"Saskatoon","Saskatchewan"
4716009,4706,"Saskatoon","Saskatchewan"
4715071,4709,"Prince Albert","Saskatchewan"
4701027,4701,"Sun Country","Saskatchewan"
4717802,4710,"Prairie North","Saskatchewan"
4708094,4707,"Heartland","Saskatchewan"
4713092,4710,"Prairie North","Saskatchewan"
4713096,4710,"Prairie North","Saskatchewan"
4704058,4703,"Cypress","Saskatchewan"
4701001,4701,"Sun Country","Saskatchewan"
4709054,4705,"Sunrise","Saskatchewan"
4717019,4710,"Prairie North","Saskatchewan"
4709032,4705,"Sunrise","Saskatchewan"
4702061,4702,"Five Hills","Saskatchewan"
4710071,4708,"Kelsey Trail","Saskatchewan"
4703019,4703,"Cypress","Saskatchewan"
4714035,4708,"Kelsey Trail","Saskatchewan"
4704045,4703,"Cypress","Saskatchewan"
4701076,4701,"Sun Country","Saskatchewan"
4701008,4701,"Sun Country","Saskatchewan"
4712001,4707,"Heartland","Saskatchewan"
4701043,4701,"Sun Country","Saskatchewan"
4717812,4710,"Prairie North","Saskatchewan"
4712064,4707,"Heartland","Saskatchewan"
4706096,4704,"Regina Qu’Appelle","Saskatchewan"
4706077,4704,"Regina Qu’Appelle","Saskatchewan"
4716026,4709,"Prince Albert","Saskatchewan"
4710024,4706,"Saskatoon","Saskatchewan"
4711016,4707,"Heartland","Saskatchewan"
4704061,4703,"Cypress","Saskatchewan"
4705051,4705,"Sunrise","Saskatchewan"
4710052,4706,"Saskatoon","Saskatchewan"
4713016,4707,"Heartland","Saskatchewan"
4706081,4702,"Five Hills","Saskatchewan"
4704036,4703,"Cypress","Saskatchewan"
4714023,4708,"Kelsey Trail","Saskatchewan"
4703018,4703,"Cypress","Saskatchewan"
4704054,4703,"Cypress","Saskatchewan"
4706055,4704,"Regina Qu’Appelle","Saskatchewan"
4714022,4708,"Kelsey Trail","Saskatchewan"
4714062,4708,"Kelsey Trail","Saskatchewan"
4706039,4704,"Regina Qu’Appelle","Saskatchewan"
4707022,4703,"Cypress","Saskatchewan"
4712051,4707,"Heartland","Saskatchewan"
4707024,4703,"Cypress","Saskatchewan"
4716056,4709,"Prince Albert","Saskatchewan"
4710064,4706,"Saskatoon","Saskatchewan"
4707063,4707,"Heartland","Saskatchewan"
4709014,4705,"Sunrise","Saskatchewan"
4709821,4705,"Sunrise","Saskatchewan"
4707062,4707,"Heartland","Saskatchewan"
4713011,4707,"Heartland","Saskatchewan"
4707066,4707,"Heartland","Saskatchewan"
4714058,4708,"Kelsey Trail","Saskatchewan"
4713072,4707,"Heartland","Saskatchewan"
4710012,4704,"Regina Qu’Appelle","Saskatchewan"
4706094,4704,"Regina Qu’Appelle","Saskatchewan"
4711069,4706,"Saskatoon","Saskatchewan"
4706059,4702,"Five Hills","Saskatchewan"
4710022,4706,"Saskatoon","Saskatchewan"
4708001,4703,"Cypress","Saskatchewan"
4709028,4705,"Sunrise","Saskatchewan"
4704026,4703,"Cypress","Saskatchewan"
4713079,4710,"Prairie North","Saskatchewan"
4704021,4703,"Cypress","Saskatchewan"
4716062,4709,"Prince Albert","Saskatchewan"
4707018,4703,"Cypress","Saskatchewan"
4704003,4703,"Cypress","Saskatchewan"
4711053,4706,"Saskatoon","Saskatchewan"
4710024,4704,"Regina Qu’Appelle","Saskatchewan"
4706037,4704,"Regina Qu’Appelle","Saskatchewan"
4707014,4703,"Cypress","Saskatchewan"
4711092,4706,"Saskatoon","Saskatchewan"
4707051,4702,"Five Hills","Saskatchewan"
4714004,4708,"Kelsey Trail","Saskatchewan"
4708018,4703,"Cypress","Saskatchewan"
4703016,4703,"Cypress","Saskatchewan"
4715001,4706,"Saskatoon","Saskatchewan"
4707053,4702,"Five Hills","Saskatchewan"
4713049,4707,"Heartland","Saskatchewan"
4711039,4706,"Saskatoon","Saskatchewan"
4706001,4704,"Regina Qu’Appelle","Saskatchewan"
4706028,4704,"Regina Qu’Appelle","Saskatchewan"
4715028,4706,"Saskatoon","Saskatchewan"
4717011,4710,"Prairie North","Saskatchewan"
4717042,4710,"Prairie North","Saskatchewan"
4701053,4701,"Sun Country","Saskatchewan"
4703006,4701,"Sun Country","Saskatchewan"
4708062,4703,"Cypress","Saskatchewan"
4716054,4709,"Prince Albert","Saskatchewan"
4709009,4705,"Sunrise","Saskatchewan"
4713051,4707,"Heartland","Saskatchewan"
4703034,4702,"Five Hills","Saskatchewan"
4701004,4701,"Sun Country","Saskatchewan"
4702076,4701,"Sun Country","Saskatchewan"
4701024,4701,"Sun Country","Saskatchewan"
4701808,4701,"Sun Country","Saskatchewan"
4701064,4701,"Sun Country","Saskatchewan"
4705806,4704,"Regina Qu’Appelle","Saskatchewan"
4702031,4701,"Sun Country","Saskatchewan"
4702067,4704,"Regina Qu’Appelle","Saskatchewan"
4701047,4701,"Sun Country","Saskatchewan"
4702002,4701,"Sun Country","Saskatchewan"
4702079,4701,"Sun Country","Saskatchewan"
4715851,4709,"Prince Albert","Saskatchewan"
4701058,4701,"Sun Country","Saskatchewan"
4702072,4701,"Sun Country","Saskatchewan"
4701021,4701,"Sun Country","Saskatchewan"
4702006,4701,"Sun Country","Saskatchewan"
4710014,4704,"Regina Qu’Appelle","Saskatchewan"
4705027,4704,"Regina Qu’Appelle","Saskatchewan"
4702041,4701,"Sun Country","Saskatchewan"
4705024,4704,"Regina Qu’Appelle","Saskatchewan"
4706014,4704,"Regina Qu’Appelle","Saskatchewan"
4705001,4704,"Regina Qu’Appelle","Saskatchewan"
4702029,4701,"Sun Country","Saskatchewan"
4702039,4701,"Sun Country","Saskatchewan"
4710041,4706,"Saskatoon","Saskatchewan"
4716051,4709,"Prince Albert","Saskatchewan"
4710068,4706,"Saskatoon","Saskatchewan"
4706048,4704,"Regina Qu’Appelle","Saskatchewan"
4701091,4701,"Sun Country","Saskatchewan"
4715057,4706,"Saskatoon","Saskatchewan"
4702018,4701,"Sun Country","Saskatchewan"
4706009,4704,"Regina Qu’Appelle","Saskatchewan"
4715068,4709,"Prince Albert","Saskatchewan"
4714048,4708,"Kelsey Trail","Saskatchewan"
4701094,4701,"Sun Country","Saskatchewan"
4705004,4704,"Regina Qu’Appelle","Saskatchewan"
4706017,4702,"Five Hills","Saskatchewan"
4705018,4704,"Regina Qu’Appelle","Saskatchewan"
4706031,4704,"Regina Qu’Appelle","Saskatchewan"
4713094,4710,"Prairie North","Saskatchewan"
4701079,4701,"Sun Country","Saskatchewan"
4702078,4701,"Sun Country","Saskatchewan"
4702024,4701,"Sun Country","Saskatchewan"
4701049,4701,"Sun Country","Saskatchewan"
4701069,4701,"Sun Country","Saskatchewan"
4705016,4701,"Sun Country","Saskatchewan"
4701078,4701,"Sun Country","Saskatchewan"
4709828,4705,"Sunrise","Saskatchewan"
4702012,4701,"Sun Country","Saskatchewan"
4702058,4701,"Sun Country","Saskatchewan"
4701059,4701,"Sun Country","Saskatchewan"
4705031,4704,"Regina Qu’Appelle","Saskatchewan"
4701054,4701,"Sun Country","Saskatchewan"
4701077,4701,"Sun Country","Saskatchewan"
4702054,4701,"Sun Country","Saskatchewan"
4705007,4704,"Regina Qu’Appelle","Saskatchewan"
4701072,4701,"Sun Country","Saskatchewan"
4706810,4704,"Regina Qu’Appelle","Saskatchewan"
4705019,4701,"Sun Country","Saskatchewan"
4701819,4701,"Sun Country","Saskatchewan"
4702077,4701,"Sun Country","Saskatchewan"
4716016,4709,"Prince Albert","Saskatchewan"
4701061,4701,"Sun Country","Saskatchewan"
4703068,4702,"Five Hills","Saskatchewan"
4703093,4702,"Five Hills","Saskatchewan"
4701032,4701,"Sun Country","Saskatchewan"
4701002,4701,"Sun Country","Saskatchewan"
4707004,4702,"Five Hills","Saskatchewan"
4704048,4703,"Cypress","Saskatchewan"
4711059,4706,"Saskatoon","Saskatchewan"
4701037,4701,"Sun Country","Saskatchewan"
4707023,4703,"Cypress","Saskatchewan"
4702038,4701,"Sun Country","Saskatchewan"
4701066,4701,"Sun Country","Saskatchewan"
4702008,4701,"Sun Country","Saskatchewan"
4701044,4701,"Sun Country","Saskatchewan"
4708054,4703,"Cypress","Saskatchewan"
4701067,4701,"Sun Country","Saskatchewan"
4705048,4705,"Sunrise","Saskatchewan"
4701096,4701,"Sun Country","Saskatchewan"
4713042,4707,"Heartland","Saskatchewan"
4707072,4702,"Five Hills","Saskatchewan"
4708076,4707,"Heartland","Saskatchewan"
4717036,4710,"Prairie North","Saskatchewan"
4705021,4701,"Sun Country","Saskatchewan"
4702028,4701,"Sun Country","Saskatchewan"
4706002,4704,"Regina Qu’Appelle","Saskatchewan"
4713008,4707,"Heartland","Saskatchewan"
4711056,4706,"Saskatoon","Saskatchewan"
4710036,4706,"Saskatoon","Saskatchewan"
4715045,4706,"Saskatoon","Saskatchewan"
4706073,4706,"Saskatoon","Saskatchewan"
4702071,4701,"Sun Country","Saskatchewan"
4703001,4701,"Sun Country","Saskatchewan"
4706045,4704,"Regina Qu’Appelle","Saskatchewan"
4702016,4701,"Sun Country","Saskatchewan"
4716038,4709,"Prince Albert","Saskatchewan"
4705011,4701,"Sun Country","Saskatchewan"
4710832,4704,"Regina Qu’Appelle","Saskatchewan"
4717013,4710,"Prairie North","Saskatchewan"
4706041,4704,"Regina Qu’Appelle","Saskatchewan"
4701018,4701,"Sun Country","Saskatchewan"
4716005,4706,"Saskatoon","Saskatchewan"
4702036,4701,"Sun Country","Saskatchewan"
4710027,4706,"Saskatoon","Saskatchewan"
4705014,4704,"Regina Qu’Appelle","Saskatchewan"
4718090,4713,"Athabasca","Saskatchewan"
4706078,4704,"Regina Qu’Appelle","Saskatchewan"
4705056,4705,"Sunrise","Saskatchewan"
4705041,4705,"Sunrise","Saskatchewan"
4705094,4705,"Sunrise","Saskatchewan"
4709042,4705,"Sunrise","Saskatchewan"
4706046,4704,"Regina Qu’Appelle","Saskatchewan"
4705037,4704,"Regina Qu’Appelle","Saskatchewan"
4705043,4705,"Sunrise","Saskatchewan"
4705064,4705,"Sunrise","Saskatchewan"
4705038,4704,"Regina Qu’Appelle","Saskatchewan"
4705066,4704,"Regina Qu’Appelle","Saskatchewan"
4705805,4704,"Regina Qu’Appelle","Saskatchewan"
4705804,4704,"Regina Qu’Appelle","Saskatchewan"
4705093,4705,"Sunrise","Saskatchewan"
4709819,4705,"Sunrise","Saskatchewan"
4701091,4704,"Regina Qu’Appelle","Saskatchewan"
4701094,4704,"Regina Qu’Appelle","Saskatchewan"
4702048,4701,"Sun Country","Saskatchewan"
4706008,4704,"Regina Qu’Appelle","Saskatchewan"
4701098,4701,"Sun Country","Saskatchewan"
4701812,4701,"Sun Country","Saskatchewan"
4701810,4701,"Sun Country","Saskatchewan"
4713032,4707,"Heartland","Saskatchewan"
4713038,4707,"Heartland","Saskatchewan"
4715016,4706,"Saskatoon","Saskatchewan"
4712042,4707,"Heartland","Saskatchewan"
4715043,4706,"Saskatoon","Saskatchewan"
4711078,4706,"Saskatoon","Saskatchewan"
4715048,4706,"Saskatoon","Saskatchewan"
4711039,4704,"Regina Qu’Appelle","Saskatchewan"
4711032,4706,"Saskatoon","Saskatchewan"
4711044,4706,"Saskatoon","Saskatchewan"
4713056,4707,"Heartland","Saskatchewan"
4710058,4706,"Saskatoon","Saskatchewan"
4711014,4707,"Heartland","Saskatchewan"
4713078,4707,"Heartland","Saskatchewan"
4713046,4707,"Heartland","Saskatchewan"
4707027,4703,"Cypress","Saskatchewan"
4711054,4706,"Saskatoon","Saskatchewan"
4711036,4707,"Heartland","Saskatchewan"
4713062,4707,"Heartland","Saskatchewan"
4714028,4706,"Saskatoon","Saskatchewan"
4716023,4709,"Prince Albert","Saskatchewan"
4713026,4707,"Heartland","Saskatchewan"
4713053,4707,"Heartland","Saskatchewan"
4706007,4704,"Regina Qu’Appelle","Saskatchewan"
4713039,4707,"Heartland","Saskatchewan"
4711038,4707,"Heartland","Saskatchewan"
4712034,4707,"Heartland","Saskatchewan"
4715047,4706,"Saskatoon","Saskatchewan"
4711058,4706,"Saskatoon","Saskatchewan"
4713029,4707,"Heartland","Saskatchewan"
4711096,4706,"Saskatoon","Saskatchewan"
4713044,4707,"Heartland","Saskatchewan"
4706051,4704,"Regina Qu’Appelle","Saskatchewan"
4713022,4707,"Heartland","Saskatchewan"
4715061,4706,"Saskatoon","Saskatchewan"
4715048,4708,"Kelsey Trail","Saskatchewan"
4715062,4706,"Saskatoon","Saskatchewan"
4715051,4708,"Kelsey Trail","Saskatchewan"
4715072,4709,"Prince Albert","Saskatchewan"
4714047,4708,"Kelsey Trail","Saskatchewan"
4715057,4709,"Prince Albert","Saskatchewan"
4715071,4708,"Kelsey Trail","Saskatchewan"
4715054,4708,"Kelsey Trail","Saskatchewan"
4714839,4708,"Kelsey Trail","Saskatchewan"
4718801,4708,"Kelsey Trail","Saskatchewan"
4717055,4710,"Prairie North","Saskatchewan"
4716855,4709,"Prince Albert","Saskatchewan"
4707047,4702,"Five Hills","Saskatchewan"
4716041,4709,"Prince Albert","Saskatchewan"
4715059,4709,"Prince Albert","Saskatchewan"
4715074,4709,"Prince Albert","Saskatchewan"
4715850,4709,"Prince Albert","Saskatchewan"
4714069,4708,"Kelsey Trail","Saskatchewan"
4715092,4709,"Prince Albert","Saskatchewan"
4710054,4706,"Saskatoon","Saskatchewan"
4715046,4706,"Saskatoon","Saskatchewan"
4711048,4706,"Saskatoon","Saskatchewan"
4711077,4706,"Saskatoon","Saskatchewan"
4715052,4708,"Kelsey Trail","Saskatchewan"
4714030,4708,"Kelsey Trail","Saskatchewan"
4715075,4709,"Prince Albert","Saskatchewan"
4715098,4709,"Prince Albert","Saskatchewan"
4715076,4709,"Prince Albert","Saskatchewan"
4706060,4704,"Regina Qu’Appelle","Saskatchewan"
4706063,4702,"Five Hills","Saskatchewan"
4706064,4702,"Five Hills","Saskatchewan"
4706068,4704,"Regina Qu’Appelle","Saskatchewan"
4717024,4710,"Prairie North","Saskatchewan"
4707093,4702,"Five Hills","Saskatchewan"
4717002,4710,"Prairie North","Saskatchewan"
4717006,4710,"Prairie North","Saskatchewan"
4706062,4704,"Regina Qu’Appelle","Saskatchewan"
4706099,4704,"Regina Qu’Appelle","Saskatchewan"
4706019,4702,"Five Hills","Saskatchewan"
4706809,4704,"Regina Qu’Appelle","Saskatchewan"
4706076,4704,"Regina Qu’Appelle","Saskatchewan"
4706092,4704,"Regina Qu’Appelle","Saskatchewan"
4702062,4702,"Five Hills","Saskatchewan"
4707092,4702,"Five Hills","Saskatchewan"
4710029,4704,"Regina Qu’Appelle","Saskatchewan"
4706018,4702,"Five Hills","Saskatchewan"
4710824,4704,"Regina Qu’Appelle","Saskatchewan"
4706022,4702,"Five Hills","Saskatchewan"
4711009,4704,"Regina Qu’Appelle","Saskatchewan"
4711006,4704,"Regina Qu’Appelle","Saskatchewan"
4706056,4704,"Regina Qu’Appelle","Saskatchewan"
4706812,4704,"Regina Qu’Appelle","Saskatchewan"
4711008,4704,"Regina Qu’Appelle","Saskatchewan"
4710825,4704,"Regina Qu’Appelle","Saskatchewan"
4706067,4704,"Regina Qu’Appelle","Saskatchewan"
4706061,4704,"Regina Qu’Appelle","Saskatchewan"
4706036,4704,"Regina Qu’Appelle","Saskatchewan"
4707044,4702,"Five Hills","Saskatchewan"
4717026,4710,"Prairie North","Saskatchewan"
4706006,4704,"Regina Qu’Appelle","Saskatchewan"
4717041,4710,"Prairie North","Saskatchewan"
4713076,4707,"Heartland","Saskatchewan"
4713098,4710,"Prairie North","Saskatchewan"
4716004,4710,"Prairie North","Saskatchewan"
4706098,4704,"Regina Qu’Appelle","Saskatchewan"
4707043,4702,"Five Hills","Saskatchewan"
4706811,4704,"Regina Qu’Appelle","Saskatchewan"
4716003,4710,"Prairie North","Saskatchewan"
4717804,4710,"Prairie North","Saskatchewan"
4713021,4707,"Heartland","Saskatchewan"
4717039,4710,"Prairie North","Saskatchewan"
4712829,4710,"Prairie North","Saskatchewan"
4713067,4707,"Heartland","Saskatchewan"
4713835,4710,"Prairie North","Saskatchewan"
4717825,4710,"Prairie North","Saskatchewan"
4706072,4704,"Regina Qu’Appelle","Saskatchewan"
4706057,4704,"Regina Qu’Appelle","Saskatchewan"
4717048,4710,"Prairie North","Saskatchewan"
4716063,4709,"Prince Albert","Saskatchewan"
4713091,4710,"Prairie North","Saskatchewan"
4716058,4709,"Prince Albert","Saskatchewan"
4706093,4704,"Regina Qu’Appelle","Saskatchewan"
4706097,4704,"Regina Qu’Appelle","Saskatchewan"
4707077,4702,"Five Hills","Saskatchewan"
4708009,4703,"Cypress","Saskatchewan"
4711022,4707,"Heartland","Saskatchewan"
4708038,4703,"Cypress","Saskatchewan"
4709058,4705,"Sunrise","Saskatchewan"
4707076,4702,"Five Hills","Saskatchewan"
4704012,4703,"Cypress","Saskatchewan"
4707049,4702,"Five Hills","Saskatchewan"
4714841,4708,"Kelsey Trail","Saskatchewan"
4708068,4707,"Heartland","Saskatchewan"
4707058,4707,"Heartland","Saskatchewan"
4712016,4707,"Heartland","Saskatchewan"
4708012,4703,"Cypress","Saskatchewan"
4708016,4703,"Cypress","Saskatchewan"
4709069,4705,"Sunrise","Saskatchewan"
4709071,4705,"Sunrise","Saskatchewan"
4708029,4703,"Cypress","Saskatchewan"
4711029,4707,"Heartland","Saskatchewan"
4704008,4703,"Cypress","Saskatchewan"
4707068,4707,"Heartland","Saskatchewan"
4708057,4703,"Cypress","Saskatchewan"
4708061,4703,"Cypress","Saskatchewan"
4703022,4702,"Five Hills","Saskatchewan"
4704002,4703,"Cypress","Saskatchewan"
4713009,4707,"Heartland","Saskatchewan"
4703059,4703,"Cypress","Saskatchewan"
4703061,4703,"Cypress","Saskatchewan"
4712014,4707,"Heartland","Saskatchewan"
4711018,4702,"Five Hills","Saskatchewan"
4711019,4702,"Five Hills","Saskatchewan"
4713002,4707,"Heartland","Saskatchewan"
4712012,4707,"Heartland","Saskatchewan"
4709002,4705,"Sunrise","Saskatchewan"
4714025,4708,"Kelsey Trail","Saskatchewan"
4705077,4705,"Sunrise","Saskatchewan"
4709061,4708,"Kelsey Trail","Saskatchewan"
4709016,4705,"Sunrise","Saskatchewan"
4705069,4705,"Sunrise","Saskatchewan"
4705058,4705,"Sunrise","Saskatchewan"
4705079,4705,"Sunrise","Saskatchewan"
4705054,4705,"Sunrise","Saskatchewan"
4705062,4705,"Sunrise","Saskatchewan"
4706099,4705,"Sunrise","Saskatchewan"
4710072,4706,"Saskatoon","Saskatchewan"
4709064,4705,"Sunrise","Saskatchewan"
4709066,4705,"Sunrise","Saskatchewan"
4705059,4705,"Sunrise","Saskatchewan"
4710004,4705,"Sunrise","Saskatchewan"
4706818,4704,"Regina Qu’Appelle","Saskatchewan"
4705006,4704,"Regina Qu’Appelle","Saskatchewan"
4709038,4705,"Sunrise","Saskatchewan"
4709053,4705,"Sunrise","Saskatchewan"
4710043,4706,"Saskatoon","Saskatchewan"
4705068,4705,"Sunrise","Saskatchewan"
4710011,4704,"Regina Qu’Appelle","Saskatchewan"
4710843,4704,"Regina Qu’Appelle","Saskatchewan"
4709076,4705,"Sunrise","Saskatchewan"
4704050,4703,"Cypress","Saskatchewan"
4703006,4702,"Five Hills","Saskatchewan"
4709065,4705,"Sunrise","Saskatchewan"
4705096,4705,"Sunrise","Saskatchewan"
4705060,4705,"Sunrise","Saskatchewan"
4705071,4705,"Sunrise","Saskatchewan"
4705808,4705,"Sunrise","Saskatchewan"
4710009,4704,"Regina Qu’Appelle","Saskatchewan"
4705078,4705,"Sunrise","Saskatchewan"
4714073,4708,"Kelsey Trail","Saskatchewan"
4714061,4708,"Kelsey Trail","Saskatchewan"
4718822,4711,"Mamawetan Churchill River","Saskatchewan"
4718818,4712,"Keewatin Yatthe","Saskatchewan"
4716053,4709,"Prince Albert","Saskatchewan"
4718051,4711,"Mamawetan Churchill River","Saskatchewan"
4707012,4702,"Five Hills","Saskatchewan"
4717067,4710,"Prairie North","Saskatchewan"
4716042,4709,"Prince Albert","Saskatchewan"
4702023,4701,"Sun Country","Saskatchewan"
4718852,4711,"Mamawetan Churchill River","Saskatchewan"
